# LAMMPS data file written by OVITO Basic 3.7.5
4962 atoms
4 atom types
0.0 52.686 xlo xhi
0.0 52.686 ylo yhi
0.0 52.686 zlo zhi
0 0 0 xy xz yz
96 1 0.0 31.9988421 13.1715 7.5156579
97 1 0.0 7.5156579 33.8586579 0.0
98 1 0.0 7.5156579 47.0301579 13.1715
99 1 0.0 20.6871579 33.8586579 13.1715
100 1 0.0 20.6871579 47.0301579 0.0
101 1 0.0 18.8273421 45.1703421 0.0
102 1 0.0 18.8273421 31.9988421 13.1715
103 1 0.0 5.6558421 45.1703421 13.1715
104 1 0.0 5.6558421 31.9988421 0.0
105 1 0.0 18.8273421 33.8586579 0.0
106 1 0.0 18.8273421 47.0301579 13.1715
107 1 0.0 5.6558421 33.8586579 13.1715
108 1 0.0 5.6558421 47.0301579 0.0
109 1 0.0 7.5156579 45.1703421 0.0
110 1 0.0 7.5156579 31.9988421 13.1715
111 1 0.0 20.6871579 45.1703421 13.1715
112 1 0.0 20.6871579 31.9988421 0.0
113 1 0.0 0.0 33.8586579 7.5156579
114 1 0.0 0.0 47.0301579 20.6871579
115 1 0.0 13.1715 33.8586579 20.6871579
116 1 0.0 13.1715 47.0301579 7.5156579
117 1 0.0 0.0 45.1703421 18.8273421
118 1 0.0 0.0 31.9988421 5.6558421
119 1 0.0 13.1715 45.1703421 5.6558421
120 1 0.0 13.1715 31.9988421 18.8273421
121 1 0.0 0.0 45.1703421 7.5156579
122 1 0.0 0.0 31.9988421 20.6871579
123 1 0.0 13.1715 45.1703421 20.6871579
124 1 0.0 13.1715 31.9988421 7.5156579
125 1 0.0 0.0 33.8586579 18.8273421
126 1 0.0 0.0 47.0301579 5.6558421
127 1 0.0 13.1715 33.8586579 5.6558421
128 1 0.0 13.1715 47.0301579 18.8273421
129 1 0.0 7.5156579 26.343 7.5156579
130 1 0.0 7.5156579 39.5145 20.6871579
131 1 0.0 20.6871579 26.343 20.6871579
132 1 0.0 20.6871579 39.5145 7.5156579
133 1 0.0 18.8273421 26.343 18.8273421
134 1 0.0 18.8273421 39.5145 5.6558421
135 1 0.0 5.6558421 26.343 5.6558421
136 1 0.0 5.6558421 39.5145 18.8273421
137 1 0.0 7.5156579 26.343 18.8273421
138 1 0.0 7.5156579 39.5145 5.6558421
139 1 0.0 20.6871579 26.343 5.6558421
140 1 0.0 20.6871579 39.5145 18.8273421
141 1 0.0 18.8273421 26.343 7.5156579
142 1 0.0 18.8273421 39.5145 20.6871579
143 1 0.0 5.6558421 26.343 20.6871579
144 1 0.0 5.6558421 39.5145 7.5156579
145 1 0.0 33.8586579 33.8586579 0.0
146 1 0.0 33.8586579 47.0301579 13.1715
147 1 0.0 47.0301579 33.8586579 13.1715
148 1 0.0 47.0301579 47.0301579 0.0
149 1 0.0 45.1703421 45.1703421 0.0
150 1 0.0 45.1703421 31.9988421 13.1715
151 1 0.0 31.9988421 45.1703421 13.1715
152 1 0.0 31.9988421 31.9988421 0.0
153 1 0.0 45.1703421 33.8586579 0.0
154 1 0.0 45.1703421 47.0301579 13.1715
155 1 0.0 31.9988421 33.8586579 13.1715
156 1 0.0 31.9988421 47.0301579 0.0
157 1 0.0 33.8586579 45.1703421 0.0
158 1 0.0 33.8586579 31.9988421 13.1715
159 1 0.0 47.0301579 45.1703421 13.1715
160 1 0.0 47.0301579 31.9988421 0.0
161 1 0.0 26.343 33.8586579 7.5156579
162 1 0.0 26.343 47.0301579 20.6871579
163 1 0.0 39.5145 33.8586579 20.6871579
164 1 0.0 39.5145 47.0301579 7.5156579
165 1 0.0 26.343 45.1703421 18.8273421
166 1 0.0 26.343 31.9988421 5.6558421
167 1 0.0 39.5145 45.1703421 5.6558421
168 1 0.0 39.5145 31.9988421 18.8273421
169 1 0.0 26.343 45.1703421 7.5156579
170 1 0.0 26.343 31.9988421 20.6871579
171 1 0.0 39.5145 45.1703421 20.6871579
172 1 0.0 39.5145 31.9988421 7.5156579
173 1 0.0 26.343 33.8586579 18.8273421
174 1 0.0 26.343 47.0301579 5.6558421
175 1 0.0 39.5145 33.8586579 5.6558421
176 1 0.0 39.5145 47.0301579 18.8273421
177 1 0.0 33.8586579 26.343 7.5156579
178 1 0.0 33.8586579 39.5145 20.6871579
179 1 0.0 47.0301579 26.343 20.6871579
180 1 0.0 47.0301579 39.5145 7.5156579
181 1 0.0 45.1703421 26.343 18.8273421
182 1 0.0 45.1703421 39.5145 5.6558421
183 1 0.0 31.9988421 26.343 5.6558421
184 1 0.0 31.9988421 39.5145 18.8273421
185 1 0.0 33.8586579 26.343 18.8273421
186 1 0.0 33.8586579 39.5145 5.6558421
187 1 0.0 47.0301579 26.343 5.6558421
188 1 0.0 47.0301579 39.5145 18.8273421
189 1 0.0 45.1703421 26.343 7.5156579
190 1 0.0 45.1703421 39.5145 20.6871579
191 1 0.0 31.9988421 26.343 20.6871579
192 1 0.0 31.9988421 39.5145 7.5156579
193 1 0.0 7.5156579 7.5156579 26.343
194 1 0.0 7.5156579 20.6871579 39.5145
195 1 0.0 20.6871579 7.5156579 39.5145
196 1 0.0 20.6871579 20.6871579 26.343
197 1 0.0 18.8273421 18.8273421 26.343
198 1 0.0 18.8273421 5.6558421 39.5145
199 1 0.0 5.6558421 18.8273421 39.5145
200 1 0.0 5.6558421 5.6558421 26.343
201 1 0.0 18.8273421 7.5156579 26.343
202 1 0.0 18.8273421 20.6871579 39.5145
203 1 0.0 5.6558421 7.5156579 39.5145
204 1 0.0 5.6558421 20.6871579 26.343
205 1 0.0 7.5156579 18.8273421 26.343
206 1 0.0 7.5156579 5.6558421 39.5145
207 1 0.0 20.6871579 18.8273421 39.5145
208 1 0.0 20.6871579 5.6558421 26.343
209 1 0.0 0.0 7.5156579 33.8586579
210 1 0.0 0.0 20.6871579 47.0301579
211 1 0.0 13.1715 7.5156579 47.0301579
212 1 0.0 13.1715 20.6871579 33.8586579
213 1 0.0 0.0 18.8273421 45.1703421
214 1 0.0 0.0 5.6558421 31.9988421
215 1 0.0 13.1715 18.8273421 31.9988421
216 1 0.0 13.1715 5.6558421 45.1703421
217 1 0.0 0.0 18.8273421 33.8586579
218 1 0.0 0.0 5.6558421 47.0301579
219 1 0.0 13.1715 18.8273421 47.0301579
220 1 0.0 13.1715 5.6558421 33.8586579
221 1 0.0 0.0 7.5156579 45.1703421
222 1 0.0 0.0 20.6871579 31.9988421
223 1 0.0 13.1715 7.5156579 31.9988421
224 1 0.0 13.1715 20.6871579 45.1703421
225 1 0.0 7.5156579 0.0 33.8586579
226 1 0.0 7.5156579 13.1715 47.0301579
227 1 0.0 20.6871579 0.0 47.0301579
228 1 0.0 20.6871579 13.1715 33.8586579
229 1 0.0 18.8273421 0.0 45.1703421
230 1 0.0 18.8273421 13.1715 31.9988421
231 1 0.0 5.6558421 0.0 31.9988421
232 1 0.0 5.6558421 13.1715 45.1703421
233 1 0.0 7.5156579 0.0 45.1703421
234 1 0.0 7.5156579 13.1715 31.9988421
235 1 0.0 20.6871579 0.0 31.9988421
236 1 0.0 20.6871579 13.1715 45.1703421
237 1 0.0 18.8273421 0.0 33.8586579
238 1 0.0 18.8273421 13.1715 47.0301579
239 1 0.0 5.6558421 0.0 47.0301579
240 1 0.0 5.6558421 13.1715 33.8586579
241 1 0.0 33.8586579 7.5156579 26.343
242 1 0.0 33.8586579 20.6871579 39.5145
243 1 0.0 47.0301579 7.5156579 39.5145
244 1 0.0 47.0301579 20.6871579 26.343
245 1 0.0 45.1703421 18.8273421 26.343
246 1 0.0 45.1703421 5.6558421 39.5145
247 1 0.0 31.9988421 18.8273421 39.5145
248 1 0.0 31.9988421 5.6558421 26.343
249 1 0.0 45.1703421 7.5156579 26.343
250 1 0.0 45.1703421 20.6871579 39.5145
251 1 0.0 31.9988421 7.5156579 39.5145
252 1 0.0 31.9988421 20.6871579 26.343
253 1 0.0 33.8586579 18.8273421 26.343
254 1 0.0 33.8586579 5.6558421 39.5145
255 1 0.0 47.0301579 18.8273421 39.5145
256 1 0.0 47.0301579 5.6558421 26.343
257 1 0.0 26.343 7.5156579 33.8586579
258 1 0.0 26.343 20.6871579 47.0301579
259 1 0.0 39.5145 7.5156579 47.0301579
260 1 0.0 39.5145 20.6871579 33.8586579
261 1 0.0 26.343 18.8273421 45.1703421
262 1 0.0 26.343 5.6558421 31.9988421
263 1 0.0 39.5145 18.8273421 31.9988421
264 1 0.0 39.5145 5.6558421 45.1703421
265 1 0.0 26.343 18.8273421 33.8586579
266 1 0.0 26.343 5.6558421 47.0301579
267 1 0.0 39.5145 18.8273421 47.0301579
268 1 0.0 39.5145 5.6558421 33.8586579
269 1 0.0 26.343 7.5156579 45.1703421
270 1 0.0 26.343 20.6871579 31.9988421
271 1 0.0 39.5145 7.5156579 31.9988421
272 1 0.0 39.5145 20.6871579 45.1703421
273 1 0.0 33.8586579 0.0 33.8586579
274 1 0.0 33.8586579 13.1715 47.0301579
275 1 0.0 47.0301579 0.0 47.0301579
276 1 0.0 47.0301579 13.1715 33.8586579
277 1 0.0 45.1703421 0.0 45.1703421
278 1 0.0 45.1703421 13.1715 31.9988421
279 1 0.0 31.9988421 0.0 31.9988421
280 1 0.0 31.9988421 13.1715 45.1703421
281 1 0.0 33.8586579 0.0 45.1703421
282 1 0.0 33.8586579 13.1715 31.9988421
283 1 0.0 47.0301579 0.0 31.9988421
284 1 0.0 47.0301579 13.1715 45.1703421
285 1 0.0 45.1703421 0.0 33.8586579
286 1 0.0 45.1703421 13.1715 47.0301579
287 1 0.0 31.9988421 0.0 47.0301579
288 1 0.0 31.9988421 13.1715 33.8586579
289 1 0.0 7.5156579 33.8586579 26.343
290 1 0.0 7.5156579 47.0301579 39.5145
291 1 0.0 20.6871579 33.8586579 39.5145
292 1 0.0 20.6871579 47.0301579 26.343
293 1 0.0 18.8273421 45.1703421 26.343
294 1 0.0 18.8273421 31.9988421 39.5145
295 1 0.0 5.6558421 45.1703421 39.5145
296 1 0.0 5.6558421 31.9988421 26.343
297 1 0.0 18.8273421 33.8586579 26.343
298 1 0.0 18.8273421 47.0301579 39.5145
299 1 0.0 5.6558421 33.8586579 39.5145
300 1 0.0 5.6558421 47.0301579 26.343
301 1 0.0 7.5156579 45.1703421 26.343
302 1 0.0 7.5156579 31.9988421 39.5145
303 1 0.0 20.6871579 45.1703421 39.5145
304 1 0.0 20.6871579 31.9988421 26.343
305 1 0.0 0.0 33.8586579 33.8586579
306 1 0.0 0.0 47.0301579 47.0301579
307 1 0.0 13.1715 33.8586579 47.0301579
308 1 0.0 13.1715 47.0301579 33.8586579
309 1 0.0 0.0 45.1703421 45.1703421
310 1 0.0 0.0 31.9988421 31.9988421
311 1 0.0 13.1715 45.1703421 31.9988421
312 1 0.0 13.1715 31.9988421 45.1703421
313 1 0.0 0.0 45.1703421 33.8586579
314 1 0.0 0.0 31.9988421 47.0301579
315 1 0.0 13.1715 45.1703421 47.0301579
316 1 0.0 13.1715 31.9988421 33.8586579
317 1 0.0 0.0 33.8586579 45.1703421
318 1 0.0 0.0 47.0301579 31.9988421
319 1 0.0 13.1715 33.8586579 31.9988421
320 1 0.0 13.1715 47.0301579 45.1703421
321 1 0.0 7.5156579 26.343 33.8586579
322 1 0.0 7.5156579 39.5145 47.0301579
323 1 0.0 20.6871579 26.343 47.0301579
324 1 0.0 20.6871579 39.5145 33.8586579
325 1 0.0 18.8273421 26.343 45.1703421
326 1 0.0 18.8273421 39.5145 31.9988421
327 1 0.0 5.6558421 26.343 31.9988421
328 1 0.0 5.6558421 39.5145 45.1703421
329 1 0.0 7.5156579 26.343 45.1703421
330 1 0.0 7.5156579 39.5145 31.9988421
331 1 0.0 20.6871579 26.343 31.9988421
332 1 0.0 20.6871579 39.5145 45.1703421
333 1 0.0 18.8273421 26.343 33.8586579
334 1 0.0 18.8273421 39.5145 47.0301579
335 1 0.0 5.6558421 26.343 47.0301579
336 1 0.0 5.6558421 39.5145 33.8586579
337 1 0.0 33.8586579 33.8586579 26.343
338 1 0.0 33.8586579 47.0301579 39.5145
339 1 0.0 47.0301579 33.8586579 39.5145
340 1 0.0 47.0301579 47.0301579 26.343
341 1 0.0 45.1703421 45.1703421 26.343
342 1 0.0 45.1703421 31.9988421 39.5145
343 1 0.0 31.9988421 45.1703421 39.5145
344 1 0.0 31.9988421 31.9988421 26.343
345 1 0.0 45.1703421 33.8586579 26.343
346 1 0.0 45.1703421 47.0301579 39.5145
347 1 0.0 31.9988421 33.8586579 39.5145
348 1 0.0 31.9988421 47.0301579 26.343
349 1 0.0 33.8586579 45.1703421 26.343
350 1 0.0 33.8586579 31.9988421 39.5145
351 1 0.0 47.0301579 45.1703421 39.5145
352 1 0.0 47.0301579 31.9988421 26.343
353 1 0.0 26.343 33.8586579 33.8586579
354 1 0.0 26.343 47.0301579 47.0301579
355 1 0.0 39.5145 33.8586579 47.0301579
356 1 0.0 39.5145 47.0301579 33.8586579
357 1 0.0 26.343 45.1703421 45.1703421
358 1 0.0 26.343 31.9988421 31.9988421
359 1 0.0 39.5145 45.1703421 31.9988421
360 1 0.0 39.5145 31.9988421 45.1703421
361 1 0.0 26.343 45.1703421 33.8586579
362 1 0.0 26.343 31.9988421 47.0301579
363 1 0.0 39.5145 45.1703421 47.0301579
364 1 0.0 39.5145 31.9988421 33.8586579
365 1 0.0 26.343 33.8586579 45.1703421
366 1 0.0 26.343 47.0301579 31.9988421
367 1 0.0 39.5145 33.8586579 31.9988421
368 1 0.0 39.5145 47.0301579 45.1703421
369 1 0.0 33.8586579 26.343 33.8586579
370 1 0.0 33.8586579 39.5145 47.0301579
371 1 0.0 47.0301579 26.343 47.0301579
372 1 0.0 47.0301579 39.5145 33.8586579
373 1 0.0 45.1703421 26.343 45.1703421
374 1 0.0 45.1703421 39.5145 31.9988421
375 1 0.0 31.9988421 26.343 31.9988421
376 1 0.0 31.9988421 39.5145 45.1703421
377 1 0.0 33.8586579 26.343 45.1703421
378 1 0.0 33.8586579 39.5145 31.9988421
379 1 0.0 47.0301579 26.343 31.9988421
380 1 0.0 47.0301579 39.5145 45.1703421
381 1 0.0 45.1703421 26.343 33.8586579
382 1 0.0 45.1703421 39.5145 47.0301579
383 1 0.0 31.9988421 26.343 47.0301579
384 1 0.0 31.9988421 39.5145 33.8586579
385 2 0.0 10.0156086 6.006204 23.1871086
386 2 0.0 10.0156086 19.177704 10.0156086
387 2 0.0 23.1871086 19.177704 23.1871086
388 2 0.0 16.3273914 20.336796 23.1871086
389 2 0.0 16.3273914 7.165296 10.0156086
390 2 0.0 16.3273914 6.006204 3.1558914
391 2 0.0 16.3273914 19.177704 16.3273914
392 2 0.0 10.0156086 20.336796 3.1558914
393 2 0.0 10.0156086 7.165296 16.3273914
394 2 0.0 23.1871086 20.336796 16.3273914
395 2 0.0 23.1871086 10.0156086 6.006204
396 2 0.0 23.1871086 23.1871086 19.177704
397 2 0.0 23.1871086 16.3273914 20.336796
398 2 0.0 23.1871086 3.1558914 7.165296
399 2 0.0 3.1558914 16.3273914 6.006204
400 2 0.0 3.1558914 3.1558914 19.177704
401 2 0.0 16.3273914 16.3273914 19.177704
402 2 0.0 3.1558914 10.0156086 20.336796
403 2 0.0 3.1558914 23.1871086 7.165296
404 2 0.0 16.3273914 23.1871086 20.336796
405 2 0.0 6.006204 23.1871086 10.0156086
406 2 0.0 19.177704 23.1871086 23.1871086
407 2 0.0 20.336796 23.1871086 16.3273914
408 2 0.0 7.165296 23.1871086 3.1558914
409 2 0.0 6.006204 3.1558914 16.3273914
410 2 0.0 19.177704 3.1558914 3.1558914
411 2 0.0 19.177704 16.3273914 16.3273914
412 2 0.0 20.336796 3.1558914 10.0156086
413 2 0.0 20.336796 16.3273914 23.1871086
414 2 0.0 7.165296 3.1558914 23.1871086
415 2 0.0 6.006204 10.0156086 3.1558914
416 2 0.0 6.006204 23.1871086 16.3273914
417 2 0.0 19.177704 10.0156086 16.3273914
418 2 0.0 20.336796 16.3273914 3.1558914
419 2 0.0 7.165296 16.3273914 16.3273914
420 2 0.0 6.006204 16.3273914 23.1871086
421 2 0.0 19.177704 16.3273914 10.0156086
422 2 0.0 20.336796 10.0156086 23.1871086
423 2 0.0 7.165296 10.0156086 10.0156086
424 2 0.0 7.165296 23.1871086 23.1871086
425 2 0.0 10.0156086 23.1871086 20.336796
426 2 0.0 10.0156086 10.0156086 7.165296
427 2 0.0 23.1871086 23.1871086 7.165296
428 2 0.0 16.3273914 23.1871086 6.006204
429 2 0.0 16.3273914 10.0156086 19.177704
430 2 0.0 16.3273914 3.1558914 20.336796
431 2 0.0 16.3273914 16.3273914 7.165296
432 2 0.0 10.0156086 3.1558914 6.006204
433 2 0.0 10.0156086 16.3273914 19.177704
434 2 0.0 23.1871086 16.3273914 6.006204
435 2 0.0 23.1871086 6.006204 16.3273914
436 2 0.0 23.1871086 19.177704 3.1558914
437 2 0.0 23.1871086 20.336796 10.0156086
438 2 0.0 23.1871086 7.165296 23.1871086
439 2 0.0 3.1558914 6.006204 10.0156086
440 2 0.0 3.1558914 19.177704 23.1871086
441 2 0.0 16.3273914 6.006204 23.1871086
442 2 0.0 3.1558914 20.336796 16.3273914
443 2 0.0 3.1558914 7.165296 3.1558914
444 2 0.0 16.3273914 7.165296 16.3273914
445 2 0.0 16.3273914 20.336796 3.1558914
446 2 0.0 10.0156086 6.006204 3.1558914
447 2 0.0 10.0156086 19.177704 16.3273914
448 2 0.0 10.0156086 20.336796 23.1871086
449 2 0.0 10.0156086 7.165296 10.0156086
450 2 0.0 16.3273914 19.177704 10.0156086
451 2 0.0 3.1558914 16.3273914 20.336796
452 2 0.0 3.1558914 3.1558914 7.165296
453 2 0.0 3.1558914 10.0156086 6.006204
454 2 0.0 3.1558914 23.1871086 19.177704
455 2 0.0 23.1871086 10.0156086 20.336796
456 2 0.0 23.1871086 3.1558914 19.177704
457 2 0.0 20.336796 3.1558914 16.3273914
458 2 0.0 7.165296 3.1558914 3.1558914
459 2 0.0 6.006204 3.1558914 10.0156086
460 2 0.0 19.177704 3.1558914 23.1871086
461 2 0.0 20.336796 23.1871086 10.0156086
462 2 0.0 19.177704 23.1871086 3.1558914
463 2 0.0 7.165296 16.3273914 10.0156086
464 2 0.0 6.006204 10.0156086 23.1871086
465 2 0.0 19.177704 10.0156086 10.0156086
466 2 0.0 20.336796 10.0156086 3.1558914
467 2 0.0 7.165296 10.0156086 16.3273914
468 2 0.0 6.006204 16.3273914 3.1558914
469 2 0.0 16.3273914 3.1558914 6.006204
470 2 0.0 10.0156086 3.1558914 20.336796
471 2 0.0 10.0156086 16.3273914 7.165296
472 2 0.0 10.0156086 23.1871086 6.006204
473 2 0.0 10.0156086 10.0156086 19.177704
474 2 0.0 16.3273914 10.0156086 7.165296
475 2 0.0 3.1558914 20.336796 10.0156086
476 2 0.0 3.1558914 7.165296 23.1871086
477 2 0.0 3.1558914 6.006204 16.3273914
478 2 0.0 3.1558914 19.177704 3.1558914
479 2 0.0 23.1871086 7.165296 3.1558914
480 2 0.0 23.1871086 6.006204 10.0156086
481 2 0.0 36.3586086 6.006204 23.1871086
482 2 0.0 36.3586086 19.177704 10.0156086
483 2 0.0 49.5301086 19.177704 23.1871086
484 2 0.0 42.6703914 20.336796 23.1871086
485 2 0.0 42.6703914 7.165296 10.0156086
486 2 0.0 42.6703914 6.006204 3.1558914
487 2 0.0 42.6703914 19.177704 16.3273914
488 2 0.0 36.3586086 20.336796 3.1558914
489 2 0.0 36.3586086 7.165296 16.3273914
490 2 0.0 49.5301086 20.336796 16.3273914
491 2 0.0 49.5301086 10.0156086 6.006204
492 2 0.0 49.5301086 23.1871086 19.177704
493 2 0.0 49.5301086 16.3273914 20.336796
494 2 0.0 49.5301086 3.1558914 7.165296
495 2 0.0 29.4988914 16.3273914 6.006204
496 2 0.0 29.4988914 3.1558914 19.177704
497 2 0.0 42.6703914 16.3273914 19.177704
498 2 0.0 29.4988914 10.0156086 20.336796
499 2 0.0 29.4988914 23.1871086 7.165296
500 2 0.0 42.6703914 23.1871086 20.336796
501 2 0.0 32.349204 23.1871086 10.0156086
502 2 0.0 45.520704 23.1871086 23.1871086
503 2 0.0 46.679796 23.1871086 16.3273914
504 2 0.0 33.508296 23.1871086 3.1558914
505 2 0.0 32.349204 3.1558914 16.3273914
506 2 0.0 45.520704 3.1558914 3.1558914
507 2 0.0 45.520704 16.3273914 16.3273914
508 2 0.0 46.679796 3.1558914 10.0156086
509 2 0.0 46.679796 16.3273914 23.1871086
510 2 0.0 33.508296 3.1558914 23.1871086
511 2 0.0 32.349204 10.0156086 3.1558914
512 2 0.0 32.349204 23.1871086 16.3273914
513 2 0.0 45.520704 10.0156086 16.3273914
514 2 0.0 46.679796 16.3273914 3.1558914
515 2 0.0 33.508296 16.3273914 16.3273914
516 2 0.0 32.349204 16.3273914 23.1871086
517 2 0.0 45.520704 16.3273914 10.0156086
518 2 0.0 46.679796 10.0156086 23.1871086
519 2 0.0 33.508296 10.0156086 10.0156086
520 2 0.0 33.508296 23.1871086 23.1871086
521 2 0.0 36.3586086 23.1871086 20.336796
522 2 0.0 36.3586086 10.0156086 7.165296
523 2 0.0 49.5301086 23.1871086 7.165296
524 2 0.0 42.6703914 23.1871086 6.006204
525 2 0.0 42.6703914 10.0156086 19.177704
526 2 0.0 42.6703914 3.1558914 20.336796
527 2 0.0 42.6703914 16.3273914 7.165296
528 2 0.0 36.3586086 3.1558914 6.006204
529 2 0.0 36.3586086 16.3273914 19.177704
530 2 0.0 49.5301086 16.3273914 6.006204
531 2 0.0 49.5301086 6.006204 16.3273914
532 2 0.0 49.5301086 19.177704 3.1558914
533 2 0.0 49.5301086 20.336796 10.0156086
534 2 0.0 49.5301086 7.165296 23.1871086
535 2 0.0 29.4988914 6.006204 10.0156086
536 2 0.0 29.4988914 19.177704 23.1871086
537 2 0.0 42.6703914 6.006204 23.1871086
538 2 0.0 29.4988914 20.336796 16.3273914
539 2 0.0 29.4988914 7.165296 3.1558914
540 2 0.0 42.6703914 7.165296 16.3273914
541 2 0.0 42.6703914 20.336796 3.1558914
542 2 0.0 36.3586086 6.006204 3.1558914
543 2 0.0 36.3586086 19.177704 16.3273914
544 2 0.0 36.3586086 20.336796 23.1871086
545 2 0.0 36.3586086 7.165296 10.0156086
546 2 0.0 42.6703914 19.177704 10.0156086
547 2 0.0 29.4988914 16.3273914 20.336796
548 2 0.0 29.4988914 3.1558914 7.165296
549 2 0.0 29.4988914 10.0156086 6.006204
550 2 0.0 29.4988914 23.1871086 19.177704
551 2 0.0 49.5301086 10.0156086 20.336796
552 2 0.0 49.5301086 3.1558914 19.177704
553 2 0.0 46.679796 3.1558914 16.3273914
554 2 0.0 33.508296 3.1558914 3.1558914
555 2 0.0 32.349204 3.1558914 10.0156086
556 2 0.0 45.520704 3.1558914 23.1871086
557 2 0.0 46.679796 23.1871086 10.0156086
